2026/09/11 08:02:41 ADMIN_EMAILS not set: admin portal disabled (/api/v1/admin/* returns 404)
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000046] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:60156 - 200 66B in 36.272µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000048] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:60172 - 200 66B in 33.823µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000049] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:60180 - 200 66B in 30.656µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000047] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:60158 - 200 91B in 283.155µs
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000050] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:42690 - 200 346B in 1.760801ms
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000051] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:42704 - 200 343B in 1.996376ms
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000052] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:42716 - 401 47B in 212.893µs
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000053] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:42730 - 401 47B in 223.126µs
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000055] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:42754 - 200 66B in 41.768µs
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000056] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:42770 - 200 66B in 36.699µs
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000054] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:42742 - 200 91B in 330.9µs
2026/09/11 08:03:31 [ixdev/JxiLUOje8y-000057] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:42780 - 200 66B in 50.47µs
2026/09/11 08:03:46 [ixdev/JxiLUOje8y-000058] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:52674 - 200 342B in 1.725411ms
2026/09/11 08:03:46 [ixdev/JxiLUOje8y-000059] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:52678 - 401 47B in 182.044µs
2026/09/11 08:03:46 [ixdev/JxiLUOje8y-000062] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:52706 - 200 66B in 41.232µs
2026/09/11 08:03:46 [ixdev/JxiLUOje8y-000061] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:52698 - 200 66B in 140.159µs
2026/09/11 08:03:46 [ixdev/JxiLUOje8y-000060] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:52694 - 200 91B in 460.576µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000065] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:52728 - 200 66B in 41.879µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000064] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:52716 - 200 66B in 93.126µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000063] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:52712 - 200 91B in 363.016µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000066] "POST http://localhost:15173/api/v1/auth/google HTTP/1.1" from 127.0.0.1:52740 - 200 353B in 5.160559ms
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000068] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:52756 - 200 91B in 235.343µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000067] "GET http://localhost:15173/api/v1/ws/player HTTP/1.1" from 127.0.0.1:52752 - 000 0B in 138.689823ms
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000069] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:52770 - 200 341B in 2.541003ms
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000070] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:52774 - 401 47B in 229.858µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000072] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:52794 - 200 66B in 43.326µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000073] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:52806 - 200 66B in 24.812µs
2026/09/11 08:03:47 [ixdev/JxiLUOje8y-000071] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:52788 - 200 91B in 426.115µs
2026/09/11 08:04:02 [ixdev/JxiLUOje8y-000074] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:60934 - 200 342B in 1.825598ms
